tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.020850,Extension rodilla,0.162439,0.925282,-0.247295,-0.000638,0.069347,0.493835,24,Hombre
1.723954,Extension rodilla,0.594962,0.853659,-0.139797,0.157882,0.174111,0.887843,24,Hombre
2.254069,Extension rodilla,0.838863,0.509379,-0.209454,0.029600,0.117300,0.586381,24,Hombre
2.763763,Extension rodilla,0.982148,0.262216,-0.171130,-0.004914,0.095004,0.456877,24,Hombre
3.337056,Extension rodilla,0.957176,0.149075,-0.156428,0.017688,-0.059545,-0.175368,24,Hombre
3.928622,Extension rodilla,0.645149,0.802672,-0.265613,-0.083410,-0.407738,-1.958789,24,Hombre
4.445864,Extension rodilla,0.048974,0.813355,-0.238136,-0.096544,0.143873,0.541482,24,Hombre
4.960151,Extension rodilla,0.622844,0.816754,-0.265855,0.023186,0.223591,1.589116,24,Hombre
5.495268,Extension rodilla,0.918143,0.360061,-0.189931,-0.012855,0.137764,0.779720,24,Hombre
5.981077,Extension rodilla,0.991846,0.073566,-0.135940,-0.009190,0.077289,0.496889,24,Hombre
6.476708,Extension rodilla,0.992574,0.363946,-0.205838,0.044261,-0.284344,-1.648164,24,Hombre
6.975971,Extension rodilla,0.424765,0.754842,-0.278870,-0.280720,-0.329548,-1.581580,24,Hombre
7.482318,Extension rodilla,0.105464,0.938393,-0.217408,0.021659,0.144178,0.725963,24,Hombre
7.993863,Extension rodilla,0.755946,0.808985,-0.267060,0.050064,0.208014,1.452588,24,Hombre
8.514089,Extension rodilla,0.972208,0.319515,-0.182459,-0.024462,0.095004,0.654492,24,Hombre
9.029094,Extension rodilla,0.991846,0.066525,-0.137386,0.000889,0.037888,0.346616,24,Hombre
9.556424,Extension rodilla,1.000817,0.406435,-0.225603,0.041512,-0.291369,-1.658854,24,Hombre
10.037215,Extension rodilla,0.489013,0.842733,-0.300563,-0.129225,-0.288620,-1.241328,24,Hombre
10.530337,Extension rodilla,0.112495,0.819668,-0.228013,-0.134723,0.228783,0.678010,24,Hombre
