tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.026723,Extension rodilla,0.960086,-0.219516,-0.163658,-0.001528,0.010224,-0.002452,23,Mujer
1.770037,Extension rodilla,0.962025,-0.221204,-0.166310,-0.002027,0.016389,-0.003586,23,Mujer
2.321956,Extension rodilla,0.960086,-0.220722,-0.165828,-0.009066,0.018495,-0.003477,23,Mujer
2.832484,Extension rodilla,0.961298,-0.225305,-0.161007,0.012875,0.006964,-0.010106,23,Mujer
3.350680,Extension rodilla,0.968087,-0.203836,-0.167515,-0.056988,0.016057,0.006729,23,Mujer
3.928165,Extension rodilla,1.048094,0.499667,-0.287065,-0.160530,-0.288460,-2.568068,23,Mujer
4.459230,Extension rodilla,-0.023696,0.547497,-0.142448,-0.118380,-0.071908,-0.309699,23,Mujer
4.981915,Extension rodilla,0.576051,0.887407,-0.234762,0.121079,0.258570,1.544888,23,Mujer
5.517741,Extension rodilla,0.986028,0.296450,-0.214998,0.068850,0.116544,0.846058,23,Mujer
6.001034,Extension rodilla,1.010757,0.029621,-0.168238,0.024750,0.071642,0.229739,23,Mujer
6.488947,Extension rodilla,1.128343,0.726921,-0.320327,-0.381781,-0.449731,-3.027700,23,Mujer
6.974855,Extension rodilla,-0.001728,0.676663,-0.136904,-0.072663,0.010378,-0.059407,23,Mujer
7.459299,Extension rodilla,0.805405,0.988651,-0.192100,0.197340,0.250754,1.834581,23,Mujer
7.952604,Extension rodilla,0.968571,0.262459,-0.181736,0.150303,0.233344,1.035875,23,Mujer
8.457737,Extension rodilla,1.024819,0.033991,-0.158838,0.025686,0.090096,0.257632,23,Mujer
8.964329,Extension rodilla,0.968571,0.715510,-0.279834,-0.485302,-0.533292,-3.244764,23,Mujer
9.482077,Extension rodilla,0.090190,0.780578,-0.168479,0.078526,0.211659,1.216996,23,Mujer
9.952477,Extension rodilla,0.816800,0.639758,-0.256936,0.453292,0.227236,1.535562,23,Mujer
10.425846,Extension rodilla,1.007848,0.102458,-0.194028,-0.078771,0.121861,0.718225,23,Mujer
10.910119,Extension rodilla,0.984573,0.027193,-0.166551,-0.045015,0.038732,0.079729,23,Mujer
11.406416,Extension rodilla,0.921537,0.777422,-0.331655,-0.649161,-0.540673,-3.167325,23,Mujer
11.900494,Extension rodilla,0.104009,0.915571,-0.127745,0.074409,0.230850,1.228767,23,Mujer
12.497937,Extension rodilla,0.979724,0.520062,-0.226808,0.459865,0.199390,1.473113,23,Mujer
12.993462,Extension rodilla,0.987967,0.073323,-0.178120,-0.022413,0.072025,0.401655,23,Mujer
13.507211,Extension rodilla,0.957661,0.172140,-0.210177,-0.188569,-0.134448,-0.727835,23,Mujer
14.022440,Extension rodilla,0.581870,0.650927,-0.216444,-0.239576,-0.376656,-2.499038,23,Mujer
14.531468,Extension rodilla,0.366093,0.931110,-0.207285,0.012406,0.371043,1.905300,23,Mujer
15.042151,Extension rodilla,0.991119,0.389439,-0.227290,0.270802,0.117229,0.949907,23,Mujer
15.550193,Extension rodilla,0.980694,0.012140,-0.163658,0.132441,0.086074,0.543682,23,Mujer
16.075258,Extension rodilla,1.043002,0.209287,-0.216444,-0.087470,-0.186677,-1.489278,23,Mujer
16.599878,Extension rodilla,0.409249,0.697543,-0.193787,-0.451546,-0.317097,-1.943151,23,Mujer
17.138985,Extension rodilla,0.471315,0.959031,-0.240064,0.551800,0.254368,1.809700,23,Mujer
17.667973,Extension rodilla,0.952085,0.338938,-0.225603,0.086932,0.145328,1.192420,23,Mujer
18.196438,Extension rodilla,0.987240,-0.048969,-0.155463,0.069555,0.040184,0.148359,23,Mujer
18.754082,Extension rodilla,1.035971,0.256632,-0.209695,-0.095379,-0.165373,-1.437142,23,Mujer
19.276298,Extension rodilla,0.259417,0.502581,-0.110873,0.256479,-0.283575,-1.471961,23,Mujer
19.803457,Extension rodilla,0.646118,0.914600,-0.216444,0.294048,0.365469,1.876497,23,Mujer
20.323461,Extension rodilla,0.997180,0.260516,-0.198849,0.188979,0.215196,1.086954,23,Mujer
20.845950,Extension rodilla,0.959843,-0.102039,-0.170648,-0.052935,-0.077909,0.107427,23,Mujer
21.495878,Extension rodilla,0.955722,0.693416,-0.284655,-1.079189,0.002725,-2.830224,23,Mujer
21.982468,Extension rodilla,0.105464,0.664280,-0.156428,0.033808,0.184763,1.064653,23,Mujer
22.492841,Extension rodilla,0.940933,0.672293,-0.240547,0.505090,0.294719,1.288535,23,Mujer
22.987385,Extension rodilla,1.003484,0.077694,-0.171853,0.061602,0.128258,0.659344,23,Mujer
23.457644,Extension rodilla,0.948206,0.200304,-0.234280,-0.307666,-0.112728,-0.793293,23,Mujer
23.960653,Extension rodilla,0.718125,0.749986,-0.256936,-0.395631,-0.311259,-2.748979,23,Mujer
24.468878,Extension rodilla,0.187168,0.815297,-0.172335,0.189273,0.265397,1.691095,23,Mujer
24.976511,Extension rodilla,0.924446,0.491898,-0.284173,0.254941,0.181709,1.374056,23,Mujer
25.490597,Extension rodilla,0.931235,0.026222,-0.160766,0.072598,0.106267,0.516402,23,Mujer
25.993028,Extension rodilla,1.057791,0.167770,-0.207767,0.063435,-0.231541,-1.303671,23,Mujer
26.501889,Extension rodilla,0.571445,0.737361,-0.186315,-0.013840,-0.395559,-2.428274,23,Mujer
27.004941,Extension rodilla,0.279298,0.890563,-0.198367,0.165449,0.275477,1.776922,23,Mujer
27.512559,Extension rodilla,0.954025,0.406192,-0.244162,0.257690,0.208282,1.240582,23,Mujer
28.023242,Extension rodilla,0.979482,-0.004583,-0.167997,0.035335,0.092828,0.384760,23,Mujer
28.530534,Extension rodilla,1.084460,0.611594,-0.264167,-0.280177,-0.306678,-2.846412,23,Mujer
