tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.011746,Patada de gluteo,0.168257,-0.698108,-0.647644,0.113487,0.047161,-0.025274,18,Mujer
1.738497,Patada de gluteo,0.232991,-0.702209,-0.700429,0.007501,-0.169391,-0.108046,18,Mujer
2.254865,Patada de gluteo,0.018426,-0.821133,-0.530745,0.253680,-0.213373,0.373926,18,Mujer
2.757987,Patada de gluteo,-0.162418,-0.530456,-0.382753,-4.319563,0.378250,1.589853,18,Mujer
3.267371,Patada de gluteo,0.181592,-0.811001,-0.287065,-0.178813,0.452470,-0.831922,18,Mujer
3.744045,Patada de gluteo,0.405370,-0.825234,-0.220059,0.255818,-0.300727,0.302150,18,Mujer
4.296391,Patada de gluteo,-0.112557,-0.985408,-0.347563,-0.161097,-0.360592,0.485715,18,Mujer
4.783012,Patada de gluteo,-0.274975,-0.905080,-0.310204,0.029798,-0.036222,-0.428140,18,Mujer
5.271199,Patada de gluteo,-0.028139,-0.863347,-0.431441,-0.100622,0.326021,-0.157221,18,Mujer
5.732847,Patada de gluteo,-0.180931,-0.894707,-0.365399,0.021246,0.078315,0.840016,18,Mujer
6.197518,Patada de gluteo,-0.166614,-1.030035,-0.466631,0.337979,0.048688,-0.488616,18,Mujer
6.661358,Patada de gluteo,0.308634,-0.888435,-0.366363,-0.210272,0.454913,-0.758007,18,Mujer
7.132226,Patada de gluteo,0.341364,-0.785190,-0.346117,-0.541361,-0.544767,0.617661,18,Mujer
7.608678,Patada de gluteo,-0.112310,-0.898084,-0.407579,0.089968,-0.363035,0.378202,18,Mujer
8.090014,Patada de gluteo,-0.214253,-0.966110,-0.431923,-0.210272,-0.242695,-0.351782,18,Mujer
8.579393,Patada de gluteo,-0.019500,-0.841155,-0.423969,-0.250589,0.230421,-0.381409,18,Mujer
9.063812,Patada de gluteo,-0.166614,-1.014114,-0.364676,0.708775,0.001346,0.709902,18,Mujer
9.563606,Patada de gluteo,-0.063684,-0.969487,-0.351902,0.307436,0.261880,-0.594295,18,Mujer
