tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.028210,Curl femoral,0.957419,0.559637,-0.081950,-0.322797,0.119124,-1.797544,24,Mujer
1.741509,Curl femoral,-0.008886,0.769410,0.015353,0.079152,-0.033898,0.485564,24,Mujer
2.279516,Curl femoral,1.066520,0.433628,-0.116417,0.272797,-0.417827,2.142536,24,Mujer
2.782300,Curl femoral,0.975602,0.579789,-0.069657,-1.228405,0.295359,-2.515617,24,Mujer
3.300187,Curl femoral,-0.067633,0.762854,-0.020969,0.290512,-0.050086,0.543902,24,Mujer
3.870040,Curl femoral,1.081066,0.360304,-0.143412,0.010125,-0.246173,1.857262,24,Mujer
4.383915,Curl femoral,0.898020,0.864099,-0.066524,-0.201235,0.424862,-2.906876,24,Mujer
4.914763,Curl femoral,0.167530,0.621063,0.045815,-0.330433,0.079112,1.826108,24,Mujer
5.469959,Curl femoral,1.082521,0.358605,-0.185110,0.087094,-0.120030,1.099789,24,Mujer
5.982677,Curl femoral,0.885655,0.800730,-0.075442,-0.213452,0.367746,-3.026300,24,Mujer
6.510659,Curl femoral,0.175773,0.491169,0.012916,0.631680,-0.140188,2.243024,24,Mujer
7.026897,Curl femoral,1.038638,0.210258,-0.093037,-0.062568,0.096827,0.132790,24,Mujer
7.550229,Curl femoral,0.549625,0.823310,-0.074237,-0.017670,0.013750,-2.722089,24,Mujer
8.075109,Curl femoral,0.366578,0.519819,0.066042,0.287152,-0.292294,2.317549,24,Mujer
8.606806,Curl femoral,0.940933,0.436055,-0.239582,0.061906,0.016822,-0.011784,24,Mujer
9.141662,Curl femoral,0.401490,0.918242,-0.019764,-0.183051,0.003077,-2.417677,24,Mujer
9.687414,Curl femoral,0.852197,0.666708,-0.054472,0.483403,-0.624587,3.404785,24,Mujer
10.178415,Curl femoral,1.064095,0.322671,-0.122201,-0.087756,0.328363,-1.540780,24,Mujer
10.664840,Curl femoral,0.167288,0.701671,-0.016149,0.146511,0.018960,-1.163876,24,Mujer
11.164407,Curl femoral,1.017788,0.862156,-0.043144,0.427815,-0.428804,2.642120,24,Mujer
11.660904,Curl femoral,1.026031,0.679576,-0.174987,-0.621957,0.221767,-2.257019,24,Mujer
12.163629,Curl femoral,-0.123418,0.586101,0.012672,0.225924,0.010713,-0.529492,24,Mujer
12.758304,Curl femoral,1.059973,0.575904,-0.051821,0.006318,-0.396123,1.577993,24,Mujer
13.258945,Curl femoral,0.864562,0.647528,-0.121719,0.042053,0.599893,-2.768008,24,Mujer
13.759636,Curl femoral,0.112980,0.811656,0.084075,-0.213899,-0.163383,1.441159,24,Mujer
14.274768,Curl femoral,0.961056,0.440426,-0.031575,0.532883,-0.212863,1.016913,24,Mujer
14.787258,Curl femoral,0.855107,0.983553,0.032899,-0.226422,0.454812,-2.828178,24,Mujer
15.308379,Curl femoral,0.401248,0.443825,0.034118,0.767761,-0.685368,3.140586,24,Mujer
15.836908,Curl femoral,0.983603,0.349379,-0.085806,-0.207180,0.126472,-1.111952,24,Mujer
16.349152,Curl femoral,0.413855,1.018515,0.172294,-0.844312,0.391282,-1.787875,24,Mujer
16.877635,Curl femoral,0.948206,0.784706,-0.036636,-0.038581,-0.558919,2.962519,24,Mujer
17.409390,Curl femoral,0.986270,0.736633,-0.074960,-0.879132,0.094096,-2.172414,24,Mujer
17.933430,Curl femoral,-0.065411,0.653112,-0.048929,-0.267350,-0.079084,0.072821,24,Mujer
18.455981,Curl femoral,1.009787,0.513506,-0.057847,0.220731,-0.287084,2.012012,24,Mujer
18.982014,Curl femoral,0.992574,0.838120,-0.072068,-0.268266,0.516204,-2.895679,24,Mujer
19.502327,Curl femoral,0.199533,0.599940,0.072378,-0.261241,-0.217750,2.321110,24,Mujer
20.032361,Curl femoral,0.965177,0.373415,-0.108222,0.109859,0.073327,-0.354479,24,Mujer
20.578113,Curl femoral,0.356153,0.815783,0.132815,-0.254827,0.226043,-2.123545,24,Mujer
21.139280,Curl femoral,0.973420,0.770624,-0.067247,0.266852,-0.647494,3.637220,24,Mujer
21.767716,Curl femoral,1.093189,0.705070,-0.178602,-0.194657,0.385479,-3.086879,24,Mujer
22.261846,Curl femoral,-0.196975,1.743494,-0.154981,0.538381,-0.265703,1.072502,24,Mujer
22.742227,Curl femoral,1.013181,0.663795,-0.036877,0.301060,-0.225081,2.078597,24,Mujer
23.218698,Curl femoral,1.080096,0.556723,-0.048688,-0.424342,0.427323,-2.578334,24,Mujer
23.696395,Curl femoral,0.014304,0.694387,0.042891,0.169419,-0.068699,0.652837,24,Mujer
24.175619,Curl femoral,1.015848,0.492869,-0.052544,0.361841,-0.283113,1.976277,24,Mujer
24.673478,Curl femoral,0.919840,0.710654,-0.016390,-0.759707,0.219018,-2.401489,24,Mujer
25.173544,Curl femoral,0.075158,0.681519,-0.014703,-0.012008,-0.042127,0.800667,24,Mujer
25.673811,Curl femoral,1.098765,0.565221,-0.113524,0.040831,-0.215918,1.519044,24,Mujer
26.167524,Curl femoral,0.870381,0.694630,-0.074719,-0.387080,0.547053,-2.565506,24,Mujer
26.679504,Curl femoral,0.360275,0.644129,0.017302,0.342293,-0.481644,1.659238,24,Mujer
27.177245,Curl femoral,1.019485,0.330198,-0.122201,0.223480,-0.193927,0.542576,24,Mujer
27.672186,Curl femoral,0.867471,0.543370,0.077739,-0.467408,0.558354,-2.740214,24,Mujer
28.168071,Curl femoral,0.357608,0.980154,0.008773,-0.966791,-0.195148,2.244141,24,Mujer
28.662770,Curl femoral,1.079369,0.297664,-0.067247,0.096726,-0.271506,1.114346,24,Mujer
29.169647,Curl femoral,0.830377,0.817483,-0.023862,-0.563620,0.436181,-2.968982,24,Mujer
29.679460,Curl femoral,0.218444,0.339181,0.252470,0.104056,-0.822201,2.644564,24,Mujer
30.179542,Curl femoral,1.059246,0.289652,-0.094965,-0.075538,-0.016165,-0.315689,24,Mujer
30.753788,Curl femoral,0.225960,0.606496,0.083588,-0.250246,0.402278,-2.257630,24,Mujer
31.242616,Curl femoral,0.959601,0.749986,-0.045554,0.364285,-0.981943,3.635387,24,Mujer
31.738945,Curl femoral,1.092219,0.319029,-0.068452,-0.048049,0.460616,-2.005343,24,Mujer
32.243680,Curl femoral,0.103282,0.878181,0.176924,0.552737,0.186337,-1.914935,24,Mujer
32.741150,Curl femoral,1.049063,0.518605,-0.074719,0.255245,-0.760504,3.301549,24,Mujer
33.242473,Curl femoral,1.123010,0.491412,-0.021452,0.033501,0.531476,-2.669659,24,Mujer
33.748461,Curl femoral,-0.092317,0.522004,-0.099545,0.225924,-0.022884,0.064880,24,Mujer
34.253692,Curl femoral,1.223140,0.582459,-0.104365,0.336490,-0.184458,2.389527,24,Mujer
34.764819,Curl femoral,0.838136,0.615965,0.008286,0.187745,0.669837,-2.779614,24,Mujer
35.275310,Curl femoral,0.329969,0.908287,-0.001205,0.547239,-0.305715,2.263384,24,Mujer
35.781176,Curl femoral,0.923719,0.649470,-0.123648,-0.033389,0.025679,0.213931,24,Mujer
36.290094,Curl femoral,0.551322,0.708469,0.001706,-0.860806,0.207106,-2.012062,24,Mujer
36.834803,Curl femoral,0.963965,0.742460,0.034849,0.262576,-0.927270,2.734055,24,Mujer
37.350589,Curl femoral,1.063853,0.557937,-0.040493,-0.195879,0.206190,-1.953725,24,Mujer
37.870237,Curl femoral,0.032973,0.723765,0.192277,0.112608,0.001245,-0.468406,24,Mujer
38.392316,Curl femoral,0.992089,0.618635,-0.031093,0.280901,-0.426972,2.072488,24,Mujer
38.955959,Curl femoral,0.870138,0.589015,0.028269,-0.283538,0.522008,-2.365142,24,Mujer
39.566014,Curl femoral,0.543079,0.702399,-0.031816,0.055492,-0.495999,2.441756,24,Mujer
40.092919,Curl femoral,1.002271,0.295479,-0.051580,0.026171,0.111201,-0.866079,24,Mujer
40.618495,Curl femoral,0.136012,0.756299,0.062630,-0.309500,0.261779,-1.396005,24,Mujer
41.152338,Curl femoral,1.077430,0.609409,-0.076406,0.049078,-0.638026,2.862032,24,Mujer
41.677387,Curl femoral,1.025304,0.629804,0.008286,0.111997,0.321949,-2.964096,24,Mujer
42.199018,Curl femoral,0.174319,0.598969,0.095529,0.444919,-0.250126,1.290581,24,Mujer
42.686123,Curl femoral,1.043730,0.371230,-0.005062,0.146817,-0.055566,1.352584,24,Mujer
43.182474,Curl femoral,0.895353,0.774266,0.023639,0.238446,0.402889,-2.947297,24,Mujer
43.668981,Curl femoral,0.238567,0.623734,0.277083,0.151093,-0.425750,2.080735,24,Mujer
44.155490,Curl femoral,1.088582,0.304947,-0.090868,0.221342,-0.165216,0.985148,24,Mujer
44.638936,Curl femoral,0.745036,0.850260,0.033630,-0.201377,0.458478,-3.065499,24,Mujer
45.131747,Curl femoral,0.124860,0.591928,0.077739,0.287316,-0.375659,2.168089,24,Mujer
45.611082,Curl femoral,1.067489,0.365888,-0.120273,0.026171,-0.270896,0.846787,24,Mujer
46.099988,Curl femoral,0.945297,0.888135,0.005361,-0.127462,0.464892,-2.994028,24,Mujer
46.588626,Curl femoral,0.639330,1.042551,0.024126,-0.239861,-0.503941,2.650672,24,Mujer
47.072365,Curl femoral,0.974633,0.313202,-0.057124,0.183163,0.105397,-0.195044,24,Mujer
47.564952,Curl femoral,0.637875,0.688802,0.013891,-0.503449,0.318895,-2.207844,24,Mujer
48.046957,Curl femoral,0.660908,0.774508,-0.060016,0.354816,-0.496610,2.293622,24,Mujer
48.631679,Curl femoral,0.988210,0.362489,-0.023862,-0.095086,0.162819,-1.572850,24,Mujer
49.133580,Curl femoral,0.111040,0.632960,0.075059,0.407045,0.135941,-1.154102,24,Mujer
49.627781,Curl femoral,1.215381,0.508408,-0.031816,0.802275,-0.581826,2.966184,24,Mujer
50.122981,Curl femoral,1.126161,0.629804,-0.063632,-0.479626,0.149991,-2.886821,24,Mujer
50.613322,Curl femoral,-0.059981,0.637331,0.042647,-0.260020,-0.053122,0.973236,24,Mujer
51.107566,Curl femoral,1.124464,0.507679,-0.099545,-0.108220,-0.433997,2.076459,24,Mujer
51.598572,Curl femoral,1.027486,0.682733,-0.020969,-0.224284,0.373567,-2.969899,24,Mujer
52.092643,Curl femoral,0.208261,0.542641,0.009748,0.218288,-0.302966,1.591432,24,Mujer
52.593693,Curl femoral,1.067247,0.424159,-0.076406,0.232338,-0.013721,1.092966,24,Mujer
53.088115,Curl femoral,0.730974,0.503309,-0.018318,-0.689458,0.633185,-2.633312,24,Mujer
53.588053,Curl femoral,0.743097,0.681276,-0.028923,0.487374,-0.760199,3.340950,24,Mujer
54.084279,Curl femoral,1.020455,0.343794,-0.073755,-0.209623,0.038508,-1.458007,24,Mujer
54.577372,Curl femoral,0.429129,0.880851,0.094067,-0.496730,0.292628,-1.635769,24,Mujer
55.082636,Curl femoral,1.048094,0.651898,-0.076406,0.156285,-0.643829,3.165937,24,Mujer
55.581344,Curl femoral,1.021910,0.607224,-0.052303,-0.191908,0.284381,-2.152561,24,Mujer
56.090211,Curl femoral,0.056247,0.805829,0.059949,0.330992,0.048282,-0.759178,24,Mujer
56.594812,Curl femoral,1.064580,0.559880,-0.044349,0.615350,-0.526237,2.640898,24,Mujer
57.092860,Curl femoral,1.038153,0.693658,-0.074719,0.179803,0.413579,-3.072524,24,Mujer
57.590221,Curl femoral,0.016244,0.749743,0.014866,-0.174193,-0.053428,1.025771,24,Mujer
58.186558,Curl femoral,0.965905,0.482672,-0.001928,0.400020,-0.022884,0.694682,24,Mujer
58.703320,Curl femoral,0.692183,0.757513,-0.030129,-0.516278,0.497878,-2.465324,24,Mujer
59.208976,Curl femoral,0.766614,0.681762,0.047521,0.512114,-0.824645,3.409978,24,Mujer
59.732550,Curl femoral,1.032335,0.331897,-0.043867,-0.010787,0.432516,-2.056961,24,Mujer
60.255258,Curl femoral,0.064491,0.768196,0.077983,0.303504,-0.053122,-0.216118,24,Mujer
60.759313,Curl femoral,1.101189,0.556481,-0.020246,0.501729,-0.471870,2.095396,24,Mujer
61.266470,Curl femoral,1.034274,0.741246,-0.029405,-0.268877,0.687552,-3.019379,24,Mujer
61.778547,Curl femoral,0.425493,0.763340,0.037529,0.305031,-0.533568,2.587448,24,Mujer
62.284996,Curl femoral,0.958631,0.417846,-0.082673,-0.145788,-0.165827,-0.023390,24,Mujer
62.797670,Curl femoral,0.452889,0.870411,0.045084,-0.382193,0.349744,-2.298863,24,Mujer
63.307761,Curl femoral,0.815831,0.740032,-0.037841,0.308085,-0.708886,3.254513,24,Mujer
63.820180,Curl femoral,1.027971,0.429014,-0.075683,-0.255438,0.215048,-1.904855,24,Mujer
64.332965,Curl femoral,0.098191,0.799030,0.135008,0.554569,-0.018303,-1.258560,24,Mujer
64.842939,Curl femoral,0.983118,0.619121,-0.075201,0.179498,-0.596487,2.836070,24,Mujer
65.349502,Curl femoral,1.038638,0.528559,-0.008918,-0.142123,0.496046,-2.634228,24,Mujer
65.855032,Curl femoral,-0.104658,0.625434,-0.005303,-0.077371,-0.023801,0.398412,24,Mujer
66.458724,Curl femoral,0.953782,0.448681,0.001950,0.346264,-0.207060,0.848009,24,Mujer
66.965662,Curl femoral,0.847348,0.600183,0.099672,0.170640,0.407776,-2.663855,24,Mujer
67.488348,Curl femoral,0.917658,0.661853,-0.009159,0.264714,-0.840833,3.463734,24,Mujer
68.006317,Curl femoral,1.102402,0.384583,-0.045313,-0.376390,0.152129,-2.156532,24,Mujer
68.521564,Curl femoral,0.021093,0.723765,-0.041698,-0.136319,0.132275,-0.595466,24,Mujer
69.040786,Curl femoral,1.169074,0.562550,0.042403,0.218288,-0.414449,2.241087,24,Mujer
69.562696,Curl femoral,1.129556,0.791261,-0.052062,-0.441447,1.218699,-2.630563,24,Mujer
70.080559,Curl femoral,0.245113,0.484128,0.179361,0.564954,-0.565027,1.988189,24,Mujer
70.598489,Curl femoral,1.051730,0.366131,-0.085324,0.111997,0.002772,0.336104,24,Mujer
71.120998,Curl femoral,0.678606,0.908773,0.039479,-0.279567,0.394948,-2.507779,24,Mujer
71.633659,Curl femoral,0.660665,0.905616,-0.190172,-0.114328,-0.867711,3.062395,24,Mujer
72.153512,Curl femoral,0.984815,0.411533,-0.040975,-0.167168,0.129221,-1.154407,24,Mujer
72.670129,Curl femoral,0.326090,0.538028,0.099428,-0.187938,0.395253,-2.099721,24,Mujer
73.184345,Curl femoral,1.028213,0.794417,-0.072068,-0.098446,-0.939182,3.308574,24,Mujer
73.705899,Curl femoral,1.052700,0.452080,-0.034467,-0.197406,0.264528,-2.302223,24,Mujer
74.226096,Curl femoral,-0.109595,0.638544,-0.005303,-0.011092,0.046143,-0.425951,24,Mujer
74.743238,Curl femoral,1.084945,0.480244,-0.061462,0.151398,-0.684757,2.634484,24,Mujer
75.345734,Curl femoral,0.889049,0.739546,-0.053990,-0.326604,0.561408,-2.868190,24,Mujer
