tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.021080,Abduccion cadera,0.975118,0.220698,0.163521,0.854951,0.477702,0.084226,18,Mujer
1.703110,Abduccion cadera,0.882746,0.506708,0.070916,-0.087003,-0.168594,-0.034282,18,Mujer
2.226011,Abduccion cadera,0.953782,0.292322,0.128428,-0.735742,-0.446232,-0.110640,18,Mujer
2.710122,Abduccion cadera,0.955237,0.250076,0.232730,0.190330,-0.133469,-0.002517,18,Mujer
3.211033,Abduccion cadera,0.941660,0.359576,0.029731,0.890076,0.546119,0.101636,18,Mujer
3.770272,Abduccion cadera,0.990392,0.358362,0.167907,-1.827358,0.525349,0.187768,18,Mujer
4.275405,Abduccion cadera,0.896323,0.300092,0.188134,-0.494145,-0.563518,-0.238616,18,Mujer
4.785463,Abduccion cadera,0.965905,0.216085,0.211041,0.584338,0.294442,0.109882,18,Mujer
5.310356,Abduccion cadera,0.988937,0.462277,0.092605,0.293566,0.266037,0.016114,18,Mujer
5.837521,Abduccion cadera,0.922749,0.352292,0.109420,-0.554009,-0.413245,-0.077348,18,Mujer
6.348203,Abduccion cadera,0.933659,0.308589,0.132327,-0.347537,-0.301457,-0.044056,18,Mujer
6.862916,Abduccion cadera,0.979239,0.180395,0.257831,0.657336,0.268786,0.046352,18,Mujer
7.370227,Abduccion cadera,0.893898,0.467376,-0.002410,0.520197,0.440134,0.086975,18,Mujer
7.880286,Abduccion cadera,0.828195,0.277512,0.053613,-0.478873,-0.692410,-0.086816,18,Mujer
8.413068,Abduccion cadera,0.942387,0.273627,0.179605,-0.276066,-0.259307,-0.028479,18,Mujer
8.944962,Abduccion cadera,0.950630,0.346465,0.055563,0.863503,0.550395,0.100414,18,Mujer
9.481741,Abduccion cadera,0.860198,0.426587,0.161327,-0.250409,-0.499988,-0.294205,18,Mujer
9.979915,Abduccion cadera,0.943842,0.347436,0.101378,-0.637698,-0.467001,-0.059938,18,Mujer
10.484354,Abduccion cadera,0.938508,0.270957,0.277814,0.347933,-0.010379,0.015809,18,Mujer
10.978977,Abduccion cadera,0.929295,0.395509,0.004387,0.778288,0.572691,0.126376,18,Mujer
11.474278,Abduccion cadera,0.911839,0.330683,0.116243,-0.065928,-0.615441,-0.051386,18,Mujer
11.967859,Abduccion cadera,0.944084,0.300820,0.134521,-0.558896,-0.427600,-0.084068,18,Mujer
12.555859,Abduccion cadera,0.956692,0.247648,0.134521,0.806693,0.436469,0.038106,18,Mujer
13.082688,Abduccion cadera,0.869169,0.523461,0.035092,0.179945,0.187235,0.124848,18,Mujer
13.596234,Abduccion cadera,0.929295,0.358362,0.077008,-0.763842,-0.496323,-0.099339,18,Mujer
