tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.017810,Patada de gluteo,0.161954,-0.943676,-0.231628,-0.034561,-0.006893,0.007458,23,Mujer
1.705161,Patada de gluteo,0.164136,-0.938610,-0.231146,0.009279,-0.004576,0.012519,23,Mujer
2.224270,Patada de gluteo,0.147892,-0.937645,-0.238377,0.002378,0.008868,0.003255,23,Mujer
2.734438,Patada de gluteo,0.141346,-0.926307,-0.230423,0.049698,-0.023993,-0.031532,23,Mujer
3.261698,Patada de gluteo,-0.166861,-0.956943,-0.124371,0.142244,-0.117761,0.622399,23,Mujer
3.756201,Patada de gluteo,0.113950,-1.065736,-0.058570,0.182561,0.149492,-0.709287,23,Mujer
4.348691,Patada de gluteo,0.296026,-1.037271,-0.032539,0.130332,-0.142196,0.609876,23,Mujer
4.890870,Patada de gluteo,-0.040728,-0.988061,-0.006026,0.259530,-0.162660,0.061014,23,Mujer
5.428040,Patada de gluteo,0.005576,-0.926307,-0.043144,-0.059647,0.193169,-0.300007,23,Mujer
5.934641,Patada de gluteo,0.135527,-0.948500,-0.060980,-0.020857,-0.086607,-0.103920,23,Mujer
6.438422,Patada de gluteo,-0.082196,-0.896637,-0.110391,-0.411811,0.142773,0.686540,23,Mujer
6.929808,Patada de gluteo,0.007516,-0.947777,-0.131120,-0.236492,0.234403,-0.512283,23,Mujer
7.431890,Patada de gluteo,0.248992,-0.938851,-0.076406,-0.066366,-0.094854,0.549095,23,Mujer
7.935689,Patada de gluteo,0.014547,-0.971899,-0.081950,0.020935,-0.047914,0.212540,23,Mujer
8.455285,Patada de gluteo,-0.108361,-0.987338,-0.120273,0.118368,-0.054023,-0.326548,23,Mujer
8.970993,Patada de gluteo,0.088978,-0.943917,-0.167515,0.053616,-0.024396,-0.139623,23,Mujer
9.497796,Patada de gluteo,-0.203393,-0.996987,-0.138109,0.094850,0.047686,0.450778,23,Mujer
9.979557,Patada de gluteo,0.257478,-1.056328,-0.178843,0.082327,0.061125,-1.022018,23,Mujer
10.473058,Patada de gluteo,0.242446,-0.982272,-0.106776,0.109511,-0.040279,0.604716,23,Mujer
10.965588,Patada de gluteo,-0.057266,-0.989750,-0.121719,0.062925,-0.011674,0.115876,23,Mujer
11.464560,Patada de gluteo,-0.011108,-0.953325,-0.134253,-0.047641,-0.018088,-0.220711,23,Mujer
11.971642,Patada de gluteo,0.061096,-0.988785,-0.132084,-0.054972,-0.039163,-0.115642,23,Mujer
12.479833,Patada de gluteo,-0.226348,-1.019903,-0.127504,-0.130108,0.047886,0.441772,23,Mujer
13.081297,Patada de gluteo,0.707457,-0.586661,-0.121237,0.736404,0.082399,-0.666643,23,Mujer
13.579038,Patada de gluteo,0.077340,-0.927514,-0.069657,-0.239147,0.054300,0.491558,23,Mujer
14.100502,Patada de gluteo,-0.051589,-0.994333,-0.053267,-0.074214,-0.084672,-0.163290,23,Mujer
14.619364,Patada de gluteo,0.082674,-0.957908,-0.061221,-0.062302,0.126076,-0.242702,23,Mujer
15.124721,Patada de gluteo,0.188380,-0.963456,-0.099304,0.315213,0.056438,-0.053640,23,Mujer
15.625079,Patada de gluteo,-0.173525,-0.852251,-0.162453,-1.008838,0.360649,0.922218,23,Mujer
16.145862,Patada de gluteo,-0.054551,-1.075144,-0.111114,0.081557,0.276655,-0.736892,23,Mujer
16.670361,Patada de gluteo,0.296511,-0.895672,-0.080986,0.079113,-0.081007,0.225220,23,Mujer
17.191906,Patada de gluteo,0.054793,-0.954531,-0.086047,0.034215,0.001765,0.377937,23,Mujer
17.730674,Patada de gluteo,-0.054798,-0.968763,-0.072791,-0.020763,-0.021448,-0.183143,23,Mujer
18.253077,Patada de gluteo,0.023760,-0.950671,-0.102919,-0.089485,-0.116132,-0.079601,23,Mujer
18.763361,Patada de gluteo,-0.068867,-0.919312,-0.148474,-0.061997,-0.134458,0.196510,23,Mujer
19.276689,Patada de gluteo,0.094069,-0.952601,-0.081950,-0.063524,0.270851,-0.778431,23,Mujer
19.798420,Patada de gluteo,0.289723,-1.049574,-0.124853,-0.156986,-0.035498,0.808902,23,Mujer
20.320456,Patada de gluteo,-0.130082,-0.988544,-0.113524,-0.012306,-0.027694,0.005520,23,Mujer
20.847747,Patada de gluteo,0.036852,-0.939334,-0.102196,-0.124705,0.110667,-0.267231,23,Mujer
21.461295,Patada de gluteo,-0.026905,-0.956943,-0.120273,0.105591,0.207489,0.358600,23,Mujer
21.983254,Patada de gluteo,0.025457,-1.108433,-0.089663,0.456838,0.059965,-0.739430,23,Mujer
22.477015,Patada de gluteo,0.416037,-0.975276,-0.112801,0.036869,-0.075952,0.683886,23,Mujer
22.978314,Patada de gluteo,-0.004443,-1.114705,-0.150161,0.183476,0.069128,0.129526,23,Mujer
23.474113,Patada de gluteo,-0.038260,-1.012666,-0.060980,-0.077974,0.106697,-0.383907,23,Mujer
23.964191,Patada de gluteo,0.189108,-0.995057,-0.051821,-0.012917,-0.010590,-0.227525,23,Mujer
24.461782,Patada de gluteo,0.165348,-0.956702,-0.071103,0.070629,0.090887,0.167525,23,Mujer
24.964090,Patada de gluteo,-0.099722,-1.083587,-0.182459,-0.141068,0.073143,0.210655,23,Mujer
25.462054,Patada de gluteo,0.615813,-0.477386,-0.095929,0.224841,0.027939,-0.366307,23,Mujer
25.963552,Patada de gluteo,0.130193,-1.077797,-0.130637,-0.008204,-0.130580,0.476076,23,Mujer
26.467206,Patada de gluteo,-0.073557,-0.979860,-0.137386,-0.139540,-0.115309,-0.045908,23,Mujer
26.965121,Patada de gluteo,0.027396,-0.903150,-0.153776,-0.048216,-0.063385,-0.181215,23,Mujer
27.469281,Patada de gluteo,-0.106880,-0.956702,-0.240547,-0.134653,-0.313535,0.433621,23,Mujer
27.970637,Patada de gluteo,0.192502,-1.053675,-0.160766,0.262104,0.063064,-0.943575,23,Mujer
28.467633,Patada de gluteo,0.305482,-0.914487,-0.080745,0.402908,-0.095761,0.598249,23,Mujer
28.971453,Patada de gluteo,-0.009873,-1.039925,-0.070862,0.283484,-0.115003,0.023730,23,Mujer
29.485359,Patada de gluteo,0.005334,-0.942711,-0.051580,-0.011870,-0.116531,-0.412122,23,Mujer
29.996339,Patada de gluteo,0.121708,-0.972864,-0.081227,0.010122,-0.080489,-0.108828,23,Mujer
30.597434,Patada de gluteo,-0.002715,-1.091788,-0.108222,-0.221396,0.060010,-0.121350,23,Mujer
31.106764,Patada de gluteo,0.435190,-0.743458,-0.096652,-0.100750,-0.061858,0.557626,23,Mujer
31.597289,Patada de gluteo,0.064976,-1.020627,0.014622,0.166809,-0.133024,0.227759,23,Mujer
32.105128,Patada de gluteo,-0.000741,-1.027864,-0.011087,0.233393,-0.082933,-0.394407,23,Mujer
32.621110,Patada de gluteo,0.098191,-0.961526,-0.074237,0.084726,0.048791,-0.068560,23,Mujer
33.131658,Patada de gluteo,-0.269051,-0.990232,-0.101714,0.084421,-0.113699,0.483967,23,Mujer
33.643633,Patada de gluteo,0.569263,-0.918829,-0.187279,0.000121,0.159357,-1.207824,23,Mujer
34.167217,Patada de gluteo,0.186198,-1.036548,-0.141484,0.382523,0.027411,0.376150,23,Mujer
34.690209,Patada de gluteo,0.018668,-0.971417,0.003899,0.238053,-0.070939,-0.051456,23,Mujer
35.211209,Patada de gluteo,-0.015551,-0.850563,0.229562,0.155586,0.013361,-0.335508,23,Mujer
35.737583,Patada de gluteo,-0.051342,-0.990715,-0.022657,-0.100977,-0.090792,0.250006,23,Mujer
36.258335,Patada de gluteo,-0.030854,-1.087688,-0.149920,0.088697,-0.063608,-0.626586,23,Mujer
